category,readcode5B,desc
Antibiotics,e3AB.,RANCLAV 250mg/62mg sugar free suspension
Antibiotics,e3z..,AMOXICILLIN [GENERIC ADDITIONS]
Antibiotics,e3z1.,AMORAM 250mg capsules
Antibiotics,e3z2.,AMORAM 500mg capsules
Antibiotics,e3z3.,AMORAM 125mg/5mL suspension
Antibiotics,e3z4.,AMORAM 250mg/5mL suspension
Antibiotics,e3z5.,AMIX 250mg capsules
Antibiotics,e3z6.,AMIX 500mg capsules
Antibiotics,e3z7.,GALENAMOX 250mg capsules
Antibiotics,e3z8.,GALENAMOX 500mg capsules
Antibiotics,e3z9.,GALENAMOX 125mg/5mL suspension
Antibiotics,e3zA.,GALENAMOX TP 250mg capsules
Antibiotics,e3zB.,GALENAMOX TP 500mg capsules
Antibiotics,e3zC.,ZOXYCIL 250 capsules
Antibiotics,e3zD.,ZOXYCIL 500 capsules
Antibiotics,e3zE.,AMOXICILLIN 125mg/sachet sugar free powder
Antibiotics,e3zF.,AMOXIDENT 250mg capsules
Antibiotics,e3zG.,AMOXIDENT 500mg capsules
Antibiotics,e3za.,GALENAMOX 250mg/5mL suspension
Antibiotics,e3zb.,GALENAMOX 125mg/5mL sugar free suspension
Antibiotics,e3zc.,GALENAMOX 250mg/5mL sugar free suspension
Antibiotics,e3zf.,RIMOXALLIN 125mg/5mL syrup
Antibiotics,e3zg.,RIMOXALLIN 250mg capsules
Antibiotics,e3zh.,RIMOXALLIN 500mg capsules
Antibiotics,e3zj.,RIMOXALLIN 250mg/5mL syrup
Antibiotics,e3zk.,AMOXICILLIN 125mg/5mL sugar free suspension
Antibiotics,e3zl.,AMOXYCILLIN 500mg dispersible tablets
Antibiotics,e3zm.,AMOXICILLIN 125mg/5mL syrup
Antibiotics,e3zn.,AMOXICILLIN 250mg/5mL syrup
Antibiotics,e3zp.,AMOXYCILLIN powder 750mg/sachet
Antibiotics,e3zq.,AMOXICILLIN powder 3g/sachet
Antibiotics,e3zu.,AMOXICILLIN 250mg/5mL sugar free suspension
Antibiotics,e3zv.,AMOXYCILLIN 125mg s/f chewable tablets
Antibiotics,e3zw.,AMOXYCILLIN 250mg s/f chewable tablets
Antibiotics,e3zx.,AMOXYCILLIN 500mg s/f chewable tablets
Antibiotics,e3zy.,AMOXYCILLIN 375mg s/f dispersible tablets
Antibiotics,e3zz.,AMOXYCILLIN 750mg s/f dispersible tablets
Antibiotics,e61D.,CEFACLOR 250mg/5mL sugar free suspension
Antibiotics,e61c.,CEFACLOR 500mg m/r tablets
Antibiotics,e69..,CEFALEXIN
Antibiotics,e694.,CEFALEXIN 500mg tablets
Antibiotics,e695.,CEFALEXIN 125mg/5mL mixture
Antibiotics,e696.,CEFALEXIN 250mg/5mL mixture
Antibiotics,e75..,DOXYCYCLINE
Antibiotics,e751.,DOXATET 100mg tablets
Antibiotics,e752.,DOXYLAR 100mg capsules
Antibiotics,e753.,NORDOX 100mg capsules
Antibiotics,e754.,VIBRAMYCIN 50mg capsules
Antibiotics,e755.,VIBRAMYCIN 100mg capsules
Antibiotics,e756.,VIBRAMYCIN 50mg/5mL syrup
Antibiotics,e757.,VIBRAMYCIN-D 100mg dispersible tablets
Antibiotics,e758.,DOXYCYCLINE 100mg capsules
Antibiotics,e759.,DEMIX-100 100mg capsules
Antibiotics,e75A.,RAMYSIS 100mg capsules
Antibiotics,e75B.,DEMIX-50 50mg capsules
Antibiotics,e75C.,CYCLODOX 100mg capsules
Antibiotics,e75D.,VIBRAMYCIN ACNE PACK 50mg capsules
Antibiotics,e75E.,DOXYLAR 50mg capsules
Antibiotics,e75F.,PERIOSTAT 20mg capsules
Antibiotics,e75G.,PERIOSTAT 20mg tablets
Antibiotics,e75H.,EFRACEA 40mg m/r capsules
Antibiotics,e75s.,DOXYCYCLINE 40mg m/r capsules
Antibiotics,e75t.,DOXYCYCLINE 20mg tablets
Antibiotics,e75u.,DOXYCYCLINE 20mg capsules
Antibiotics,e75v.,DOXYCYCLINE 100mg tablets
Antibiotics,e75w.,DOXYCYCLINE 100mg capsules
Antibiotics,e75x.,DOXYCYCLINE 50mg capsules
Antibiotics,e75y.,DOXYCYCLINE 50mg/5mL syrup
Antibiotics,e75z.,DOXYCYCLINE 100mg dispersible tablets
Antibiotics,e9...,MACROLIDES
Antibiotics,e91..,ERYTHROMYCIN
Antibiotics,e911.,ERYTHROMYCIN 250mg e/c tablets
Antibiotics,e912.,ERYTHROMYCIN 500mg tablets
Antibiotics,e913.,ERYTHROMYCIN STEARATE 250mg tablets
Antibiotics,e914.,ERYTHROMYCIN STEARATE 500mg tablets
Antibiotics,e915.,ARPIMYCIN 125mg/5mL sugar free suspension
Antibiotics,e916.,ARPIMYCIN 250mg/5mL sugar free suspension
Antibiotics,e917.,ARPIMYCIN 500mg/5mL sugar free suspension
Antibiotics,e918.,ERYCEN 250mg tablets
Antibiotics,e919.,ERYCEN 500mg tablets
Antibiotics,e91A.,ERYTHROPED FORTE granules 500mg/sachet
Antibiotics,e91B.,ERYTHROPED P.I. granules 125mg/sachet
Antibiotics,e91C.,ERYTHROPED P.I. 125mg/5mL sugar free suspension 140mL
Antibiotics,e91D.,ERYTHROPED 250mg/5mL sugar free suspension 140mL
Antibiotics,e91E.,ERYTHROMYCIN 125mg/5mL sugar free suspension
Antibiotics,e91F.,ERYTHROMYCIN 250mg/5mL sugar free suspension
Antibiotics,e91G.,ROMMIX-125 suspension
Antibiotics,e91H.,ROMMIX-250 tablets
Antibiotics,e91I.,KERYMAX 250mg e/c granules in capsules
Antibiotics,e91J.,ROMMIX-500 tablets
Antibiotics,e91L.,ERYTHROMYCIN 250mg capsules
Antibiotics,e91M.,ERYTHROMYCIN 125mg/sachet granules
Antibiotics,e91N.,ERYTHROMYCIN 250mg/sachet granules
Antibiotics,e91P.,ERYTHROMYCIN 500mg/sachet granules
Antibiotics,e91Q.,ERYTHROMYCIN 1g/sachet granules
Antibiotics,e91R.,ERYTHROMYCIN 500mg/5mL sugar free suspension
Antibiotics,e91S.,TILORYTH 250mg e/c granules in capsules
Antibiotics,e91T.,ERYMIN 250mg/5mL sugar free suspension
Antibiotics,e91U.,ARPIMYCIN 125mg/5mL suspension
Antibiotics,e91V.,ARPIMYCIN 250mg/5mL suspension
Antibiotics,e91W.,ARPIMYCIN 500mg/5mL suspension
Antibiotics,e91X.,ERYTHROMYCIN 250mg e/c granules in capsules
Antibiotics,e91Y.,ERYTHROPED FORTE SF 500mg/5mL sugar free suspension
Antibiotics,e91Z.,PRIMACINE 125mg/5mL suspension 100mL
Antibiotics,e91a.,ERYMAX 250mg e/c granules in capsules
Antibiotics,e91b.,ERYTHROCIN 250mg tablets
Antibiotics,e91c.,ERYTHROCIN 500mg tablets
Antibiotics,e91e.,ERYTHROLAR 250mg tablets
Antibiotics,e91f.,ERYTHROLAR 500mg tablets
Antibiotics,e91g.,ERYTHROLAR 250mg/5mL suspension
Antibiotics,e91h.,ERYTHROMID 250mg tablets
Antibiotics,e91i.,ERYTHROMID DS 500mg tablets
Antibiotics,e91j.,ERYTHROPED P.I. 125mg/5mL suspension
Antibiotics,e91k.,ERYTHROPED 250mg/5mL suspension 140mL
Antibiotics,e91l.,ERYTHROPED 250mg/sachet sugar free granules
Antibiotics,e91m.,ERYTHROPED FORTE 500mg/5mL suspension
Antibiotics,e91n.,ERYTHROPED A 500mg tablets
Antibiotics,e91o.,ILOSONE 250mg capsules
Antibiotics,e91p.,ILOSONE 500mg tablets
Antibiotics,e91q.,ILOSONE 125mg/5mL suspension
Antibiotics,e91r.,ILOSONE FORTE 250mg/5mL suspension
Antibiotics,e91s.,ILOTYCIN 250mg tablets
Antibiotics,e91t.,RETCIN 250mg tablets
Antibiotics,e91u.,ERYTHROMYCIN 125mg/5mL suspension
Antibiotics,e91v.,ERYTHROMYCIN 250mg/5mL suspension
Antibiotics,e91w.,ERYTHROMYCIN 500mg/5mL suspension
Antibiotics,e91x.,ERYTHROPED A 1g/sachet granules
Antibiotics,e91y.,ERYMAX SPRINKLE 125mg capsules
Antibiotics,e91z.,ERYTHROPED 250mg/sachet granules
Antibiotics,e92..,CLARITHROMYCIN
Antibiotics,e921.,CLARITHROMYCIN 250mg tablets
Antibiotics,e922.,KLARICID 250mg tablets 14CP
Antibiotics,e927.,CLARITHROMYCIN 500mg tablets
Antibiotics,e928.,KLARICID 500mg tablets
Antibiotics,e929.,CLARITHROMYCIN 500mg m/r tablets
Antibiotics,e92A.,KLARICID XL 500mg m/r tablets
Antibiotics,e92B.,CLARITHROMYCIN 250mg/sachet granules
Antibiotics,e92C.,KLARICID adult 250mg/sachet granules
Antibiotics,e92F.,CLARITHROMYCIN 125mg granules straw
Antibiotics,e92G.,CLAROSIP 125mg granules straw
Antibiotics,e92H.,CLARITHROMYCIN 187.5mg granules straw
Antibiotics,e92I.,CLAROSIP 187.5mg granules straw
Antibiotics,e92J.,CLARITHROMYCIN 250mg granules straw
Antibiotics,e92K.,CLAROSIP 250mg granules straw
Antibiotics,e92L.,XETININ XL 500mg m/r tablets
Antibiotics,e92M.,FEBZIN XL 500mg m/r tablets
Antibiotics,e92N.,MYCIFOR XL 500mg m/r tablets
Antibiotics,e93..,AZITHROMYCIN DIHYDRATE
Antibiotics,e931.,AZITHROMYCIN 250mg capsules
Antibiotics,e932.,AZITHROMYCIN 40mg/mL suspension
Antibiotics,e933.,ZITHROMAX 250mg capsules
Antibiotics,e934.,ZITHROMAX 40mg/mL suspension 15mL
Antibiotics,e935.,ZITHROMAX 40mg/mL suspension 22.5mL
Antibiotics,e936.,ZITHROMAX 40mg/mL suspension 30mL
Antibiotics,e937.,AZITHROMYCIN 500mg tablets
Antibiotics,e938.,ZITHROMAX 500mg tablets
Antibiotics,e939.,CLAMELLE AZITHROMYCIN 500mg tablets
Antibiotics,e94..,SPIRAMYCIN
Antibiotics,e941.,SPIRAMYCIN 250mg tablets
Antibiotics,e942.,ROVAMYCINE 250mg tablets
Antibiotics,e943.,SPIRAMYCIN 125mg/5mL syrup
Antibiotics,e944.,ROVAMYCINE 125mg/5mL syrup
Antibiotics,e95..,ERYTHROMYCIN [2]
Antibiotics,e951.,PRIMACINE 125mg/5mL suspension 140mL
Antibiotics,e952.,PRIMACINE 250mg/5mL suspension 100mL
Antibiotics,e953.,PRIMACINE 250mg/5mL suspension 140mL
Antibiotics,e954.,PRIMACINE 500mg/5mL suspension 100mL
Antibiotics,e955.,PRIMACINE 500mg/5mL suspension 140mL
Antibiotics,e96..,TELITHROMYCIN
Antibiotics,e961.,TELITHROMYCIN 400mg tablets
Antibiotics,e96a.,KETEK 400mg tablets
Antibiotics,e61F.,KEFTID 250mg/5mL sugar free suspension
Antibiotics,e69n.,KEFLEX 250mg/5mL suspension
Antibiotics,eg6..,CIPROFLOXACIN
Antibiotics,eg64.,CIPROXIN 500mg tablets
Antibiotics,eg65.,CIPROXIN 750mg tablets
Antibiotics,eg67.,CIPROFLOXACIN 100mg tablets
Antibiotics,eg68.,CIPROXIN 100mg tablets
Antibiotics,eg6x.,CIPROFLOXACIN 250mg tablets
Antibiotics,egC..,LEVOFLOXACIN
Antibiotics,egC1.,LEVOFLOXACIN 250mg tablets
Antibiotics,egC2.,LEVOFLOXACIN 500mg tablets
Antibiotics,egC3.,LEVOFLOXACIN 500mg/100mL intravenous infusion
Antibiotics,egCE.,EVOXIL 250mg tablets
Antibiotics,egCF.,EVOXIL 500mg tablets
Antibiotics,egD..,MOXIFLOXACIN
Antibiotics,egD1.,MOXIFLOXACIN 400mg tablets
Antibiotics,egD2.,AVELOX 400mg tablets
Oral steroids,fe6..,PREDNISOLONE [ENDOCRINE]
Oral steroids,fe61.,PREDNISOLONE 1mg tablets
Oral steroids,fe62.,PREDNISOLONE 5mg tablets
Oral steroids,fe64.,DELTA-PHORICOL 5mg tablets
Oral steroids,fe65.,DELTACORTRIL ENTERIC 2.5mg tablets
Oral steroids,fe66.,DELTACORTRIL ENTERIC 5mg tablets
Oral steroids,fe67.,DELTALONE 1mg tablets
Oral steroids,fe68.,DELTALONE 5mg tablets
Oral steroids,fe69.,DELTASTAB 1mg tablets
Oral steroids,fe6a.,DELTASTAB 5mg tablets
Oral steroids,fe6c.,PRECORTISYL 1mg tablets
Oral steroids,fe6d.,PRECORTISYL 5mg tablets
Oral steroids,fe6e.,PRECORTISYL FORTE 25mg tablets
Oral steroids,fe6f.,PREDNESOL 5mg tablets
Oral steroids,fe6g.,SINTISONE 5mg tablets
Oral steroids,fe6h.,PREDNISOLONE 2.5mg e/c tablets
Oral steroids,fe6i.,PREDNISOLONE 5mg e/c tablets
Oral steroids,fe6j.,PREDNISOLONE 5mg soluble tablets
Oral steroids,fe6k.,PREDNISOLONE 50mg tablets
Oral steroids,fe6l.,DILACORT 5mg gastro-resistant tablets
Oral steroids,fe6m.,DILACORT 2.5mg gastro-resistant tablets
Oral steroids,fe6s.,PREDNISOLONE 20mg tablets
Oral steroids,fe6v.,PREDNISOLONE 2.5mg tablets
Oral steroids,fe6w.,PREDNISOLONE 2.5mg tablets
Oral steroids,fe6z.,PREDNISOLONE 25mg tablets
Oral steroids,fe7..,PREDNISONE
Oral steroids,fe71.,PREDNISONE 1mg tablets
Oral steroids,fe72.,PREDNISONE 5mg tablets
Oral steroids,fe73.,DECORTISYL 5mg tablets
Oral steroids,fe74.,ECONOSONE 1mg tablets
Oral steroids,fe75.,ECONOSONE 5mg tablets
Oral steroids,fe77.,LODOTRA 2mg m/r tablets
Oral steroids,fe78.,LODOTRA 5mg m/r tablets
Oral steroids,fe79.,LODOTRA 1mg m/r tablets
Oral steroids,fe7x.,PREDNISONE 5mg m/r tablets
Oral steroids,fe7y.,PREDNISONE 2mg m/r tablets
Oral steroids,fe7z.,PREDNISONE 1mg m/r tablets
LRTI,16L..,Influenza-like symptoms
LRTI,1J72.,Suspected influenza A virus subtype H1N1 infection
LRTI,1J72.,Suspected swine influenza
LRTI,1W0..,Possible influenza A virus H1N1 subtype
LRTI,43jQ.,Avian influenza virus nucleic acid detection
LRTI,43jx.,Parainfluenza type 1 nucleic acid detection
LRTI,43jy.,Parainfluenza type 2 nucleic acid detection
LRTI,43jz.,Parainfluenza type 3 nucleic acid detection
LRTI,4J3L.,Influenza A virus H1N1 subtype detected
LRTI,4JU0.,Influenza H1 virus detected
LRTI,4JU1.,Influenza H2 virus detected
LRTI,4JU2.,Influenza H3 virus detected
LRTI,4JU3.,Influenza H5 virus detected
LRTI,4JU4.,"Influenza A virus, other or untyped strain detected"
LRTI,4JU5.,Influenza B virus detected
LRTI,4JUF.,Human parainfluenza virus detected
LRTI,H06..,Acute bronchitis and bronchiolitis
LRTI,H060.,Acute bronchitis
LRTI,H060.,Acute wheezy bronchitis
LRTI,H0601,Acute membranous bronchitis
LRTI,H0602,Acute pseudomembranous bronchitis
LRTI,H0603,Acute purulent bronchitis
LRTI,H0604,Acute croupous bronchitis
LRTI,H0606,Acute pneumococcal bronchitis
LRTI,H0607,Acute streptococcal bronchitis
LRTI,H0608,Acute haemophilus influenzae bronchitis
LRTI,H0609,Acute neisseria catarrhalis bronchitis
LRTI,H060B,Acute bronchitis due to coxsackievirus
LRTI,H060C,Acute bronchitis due to parainfluenza virus
LRTI,H060D,Acute bronchitis due to respiratory syncytial virus
LRTI,H060E,Acute bronchitis due to rhinovirus
LRTI,H060F,Acute bronchitis due to echovirus
LRTI,H060w,Acute viral bronchitis unspecified
LRTI,H060x,Acute bacterial bronchitis unspecified
LRTI,H060z,Acute bronchitis NOS
LRTI,H061.,Acute bronchiolitis
LRTI,H0610,Acute capillary bronchiolitis
LRTI,H0611,Acute obliterating bronchiolitis
LRTI,H0612,Acute bronchiolitis with bronchospasm
LRTI,H0613,Acute exudative bronchiolitis
LRTI,H0615,Acute bronchiolitis due to respiratory syncytial virus
LRTI,H0616,Acute bronchiolitis due to other specified organisms
LRTI,H061z,Acute bronchiolitis NOS
LRTI,H062.,Acute lower respiratory tract infection
LRTI,H06z.,Acute bronchitis or bronchiolitis NOS
LRTI,H06z0,Chest infection
LRTI,H06z0,Chest infection NOS
LRTI,H06z1,Acute lower respiratory tract infection
LRTI,H06z1,Lower resp tract infection
LRTI,H07..,Chest cold
LRTI,H24..,Chest infection with infectious disease EC
LRTI,H27..,Influenza
LRTI,H271.,Influenza with other respiratory manifestation
LRTI,H2710,Influenza with laryngitis
LRTI,H2711,Influenza with pharyngitis
LRTI,H271z,Influenza with respiratory manifestations NOS
LRTI,H27y.,Influenza with other manifestations
LRTI,H27y0,Influenza with encephalopathy
LRTI,H27y1,Influenza with gastrointestinal tract involvement
LRTI,H27yz,Influenza with other manifestations NOS
LRTI,H27z.,Influenza NOS
LRTI,H27z.,Flu like illness
LRTI,H27z.,Influenza like illness
LRTI,H29..,Avian influenza
LRTI,H2A..,Influenza A (H1N1) swine flu
LRTI,H2A..,Influenza due to Influenza A virus subtype H1N1
LRTI,H30..,Chest infection - unspecified bronchitis
LRTI,H3y0.,Chronic obstruct pulmonary dis with acute lower resp infectn
LRTI,Hyu04,"[X]Flu+oth respiratory manifestations,'flu virus identified"
LRTI,Hyu05,"[X]Influenza+other manifestations,influenza virus identified"
LRTI,Hyu06,"[X]Influenza+oth respiratory manifestatns,virus not identifd"
LRTI,Hyu07,"[X]Influenza+other manifestations, virus not identified"
LRTI,Hyu1.,[X]Other acute lower respiratory infections
LRTI,Hyu10,[X]Acute bronchitis due to other specified organisms
LRTI,Hyu11,[X]Acute bronchiolitis due to other specified organisms
Exacerbations,66Yf.,Number of COPD exacerbations in past year
Exacerbations,H3122,Acute exacerbation of chronic obstructive airways disease
Exacerbations,H3y1.,"Chron obstruct pulmonary dis wth acute exacerbation, unspec"
