category,readcode5B,desc
ICS,c644.,PULMICORT LS 50micrograms inhaler
ICS,c645.,PULMICORT LS 50micrograms refill
ICS,c647.,PULMICORT 200microgram inhaler 100dose
ICS,c648.,PULMICORT 200microgram Turbohaler 100dose
ICS,c649.,PULMICORT 400microgram Turbohaler 50dose
ICS,c64A.,BUDESONIDE 200micrograms refill cannister
ICS,c64B.,BUDESONIDE 50micrograms spacer inhaler
ICS,c64C.,PULMICORT 200micrograms spacer inhaler
ICS,c64D.,PULMICORT LS 50micrograms spacer inhaler
ICS,c64E.,PULMICORT 200micrograms inhaler with NebuChamber
ICS,c64F.,BUDESONIDE 200micrograms/dose dry powder cartridge refill
ICS,c64G.,NOVOLIZER BUDESONIDE 200micrograms/dose cartridge refill
ICS,c64H.,EASYHALER BUDESONIDE 100mcg breath-actuated dry powder inh
ICS,c64I.,EASYHALER BUDESONIDE 200mcg breath-actuated dry powder inh
ICS,c64J.,EASYHALER BUDESONIDE 400mcg breath-actuated dry powder inh
ICS,c64K.,PULMICORT 100micrograms CFC-free inhaler
ICS,c64L.,BUDESONIDE 100micrograms CFC-free inhaler
ICS,c64M.,PULMICORT 200micrograms CFC-free inhaler
ICS,c64N.,BUDESONIDE 200micrograms CFC-free inhaler
ICS,c64a.,PULMICORT 500micrograms Respules 2mL unit
ICS,c64b.,PULMICORT 1mg Respules 2mL unit
ICS,c64c.,PULMICORT 100microgram Turbohaler 200dose
ICS,c64d.,BUDESONIDE 100micrograms breath-actuated dry powder inhaler
ICS,c64e.,BUDESONIDE 50micrograms refill cannister
ICS,c64g.,BUDESONIDE 200micrograms breath-actuated dry powder inhaler
ICS,c64h.,BUDESONIDE 400micrograms breath-actuated dry powder inhaler
ICS,c64i.,BUDESONIDE 500micrograms/2mL nebuliser solution
ICS,c64j.,BUDESONIDE 1mg/2mL nebuliser solution
ICS,c64k.,BUDESONIDE 200 Cyclocaps
ICS,c64l.,BUDESONIDE 400 Cyclocaps
ICS,c64m.,BUDESONIDE 200micrograms inhalation capsules
ICS,c64n.,BUDESONIDE 400micrograms inhalation capsules
ICS,c64o.,BUDESONIDE 200micrograms inhaler with spacer device
ICS,c64p.,NOVOLIZER BUDESONIDE 200micrograms/dose cartridge+inhaler
ICS,c64u.,BUDESONIDE 200micrograms/dose dry powder cartridge+inhaler
ICS,c64v.,BUDESONIDE 200micrograms inhaler
ICS,c64w.,BUDESONIDE refill 100dose
ICS,c64x.,BUDESONIDE refill 200dose
ICS,c64y.,BUDESONIDE 50micrograms inhaler
ICS,c64z.,BUDESONIDE 200micrograms spacer inhaler
ICS,c65..,FLUTICASONE PROPIONATE [RESPIRATORY USE]
ICS,c651.,FLIXOTIDE 50micrograms diskhaler
ICS,c652.,FLIXOTIDE 100micrograms diskhaler
ICS,c653.,FLIXOTIDE 250micrograms diskhaler
ICS,c654.,FLUTICASONE PROPIONATE 50micrograms disks+disk inhaler
ICS,c655.,FLUTICASONE PROPIONATE 100micrograms disks+disk inhaler
ICS,c656.,FLUTICASONE PROPIONATE 250micrograms disks+disk inhaler
ICS,c657.,FLIXOTIDE 50micrograms disk refill
ICS,c658.,FLIXOTIDE 100micrograms disk refill
ICS,c659.,FLIXOTIDE 250micrograms disk refill
ICS,c65A.,FLUTICASONE PROPIONATE 50micrograms disk refill
ICS,c65B.,FLUTICASONE PROPIONATE 100micrograms disk refill
ICS,c65C.,FLUTICASONE PROPIONATE 250micrograms disk refill
ICS,c65D.,FLIXOTIDE 25micrograms inhaler
ICS,c65E.,FLIXOTIDE 50micrograms inhaler
ICS,c65F.,FLIXOTIDE 125micrograms inhaler
ICS,c65G.,FLUTICASONE PROPIONATE 25micrograms inhaler
ICS,c65H.,FLUTICASONE PROPIONATE 50micrograms inhaler
ICS,c65I.,FLUTICASONE PROPIONATE 125micrograms inhaler
ICS,c65J.,FLUTICASONE PROPIONATE 250micrograms inhaler
ICS,c65K.,FLIXOTIDE 250micrograms inhaler
ICS,c65L.,FLIXOTIDE 500micrograms diskhaler
ICS,c65M.,FLIXOTIDE 500micrograms disk refill
ICS,c65N.,FLUTICASONE PROPIONATE 500micrograms disks+disk inhaler
ICS,c65O.,FLUTICASONE PROPIONATE 500micrograms disk refill
ICS,c65P.,FLUTICASONE PROPIONATE 50mcg breath-actuated dry powder inh
ICS,c65Q.,FLUTICASONE PROPIONATE 100mcg breath-actuated dry powder inh
ICS,c65R.,FLUTICASONE PROPIONATE 250mcg breath-actuated dry powder inh
ICS,c65S.,FLUTICASONE PROPIONATE 500mcg breath-actuated dry powder inh
ICS,c65T.,FLIXOTIDE 50micrograms Accuhaler
ICS,c65U.,FLIXOTIDE 100micrograms Accuhaler
ICS,c65V.,FLIXOTIDE 250micrograms Accuhaler
ICS,c65W.,FLIXOTIDE 500micrograms Accuhaler
ICS,c65X.,FLUTICASONE PROPIONATE 0.5mg/2mL nebulisation units
ICS,c65Y.,FLUTICASONE PROPIONATE 2mg/2mL nebulisation units
ICS,c65Z.,FLIXOTIDE 0.5mg/2mL Nebules
ICS,c65a.,FLIXOTIDE 2mg/2mL Nebules
ICS,c65b.,FLUTICASONE PROPIONATE 125micrograms CFC-free inhaler
ICS,c65c.,FLUTICASONE PROPIONATE 250micrograms CFC-free inhaler
ICS,c65d.,FLIXOTIDE 125micrograms Evohaler
ICS,c65e.,FLIXOTIDE 250micrograms Evohaler
ICS,c65f.,FLUTICASONE PROPIONATE 50micrograms CFC-free inhaler
ICS,c65g.,FLIXOTIDE 50micrograms Evohaler
ICS,c66..,BECLOMETASONE DIPROPIONATE [RESPIRATORY USE 2]
ICS,c661.,BDP 250micrograms Spacehaler
ICS,c662.,BECOTIDE 50 EASI-BREATHE inhaler
ICS,c663.,BECOTIDE 100 EASI-BREATHE inhaler
ICS,c664.,BECLOFORTE EASI-BREATHE 250micrograms inhaler
ICS,c665.,QVAR 50 inhaler
ICS,c666.,QVAR 100 inhaler
ICS,c667.,QVAR 50 Autohaler
ICS,c668.,QVAR 100 Autohaler
ICS,c669.,BECLAZONE 200 inhaler
ICS,c66A.,BECLOMETASONE DIPROP 50mcg breath-act dry powder inhaler
ICS,c66B.,BECLOMETASONE DIPROP 100mcg breath-act dry powder inhaler
ICS,c66C.,BECLOMETASONE DIPROP 250mcg breath-act dry powder inhaler
ICS,c66D.,ASMABEC 50micrograms Clickhaler
ICS,c66E.,ASMABEC 100micrograms Clickhaler
ICS,c66F.,ASMABEC 250micrograms Clickhaler
ICS,c66G.,BECLOMETASONE DIPROP 400mcg breath-act dry powder inhaler
ICS,c66H.,BECLOMETASONE DIPROP 200mcg breath-act dry powder inhaler
ICS,c66I.,PULVINAL BECLOMETHASONE DIPROP 100mcg breath-act dry pdr inh
ICS,c66J.,PULVINAL BECLOMETHASONE DIPROP 200mcg breath-act dry pdr inh
ICS,c66K.,PULVINAL BECLOMETHASONE DIPROP 400mcg breath-act dry pdr inh
ICS,c66L.,BECLOMETASONE 100 cyclocaps
ICS,c66M.,BECLOMETASONE 200 cyclocaps
ICS,c66N.,BECLOMETASONE 400 cyclocaps
ICS,c66P.,BECODISK 100micrograms diskhaler 15x8
ICS,c66Q.,BECODISK 200micrograms diskhaler 15x8
ICS,c66R.,BECODISK 400micrograms diskhaler 15x8
ICS,c66S.,BECODISK 100micrograms disk refill 15x8
ICS,c66T.,BECODISK 200micrograms disk refill 15x8
ICS,c66U.,BECODISK 400micrograms disk refill 15x8
ICS,c66V.,BECLOMETASONE DIPROPIONATE 50micrograms CFC-free inhaler
ICS,c66W.,BECLOMETASONE DIPROPIONATE 100micrograms CFC-free inhaler
ICS,c66X.,BECLOMETASONE DIPROPIONATE 50mcg CFC-free br-act inhaler
ICS,c66Y.,BECLOMETASONE DIPROPIONATE 100mcg CFC-free br-act inhaler
ICS,c66Z.,QVAR EASI-BREATHE 50mcg CFC-free breath-act dry pdr inhaler
ICS,c66a.,QVAR EASI-BREATHE 100mcg CFC-free breath-act dry pdr inhaler
ICS,c66b.,EASYHALER BECLOMETASONE 200mcg breath-act dry powder inhaler
ICS,c66c.,CLENIL MODULITE 50micrograms CFC-free inhaler
ICS,c66d.,CLENIL MODULITE 100micrograms CFC-free inhaler
ICS,c66e.,CLENIL MODULITE 200micrograms CFC-free inhaler
ICS,c66f.,CLENIL MODULITE 250micrograms CFC-free inhaler
ICS,c66g.,BECLOMETASONE DIPROPIONATE 200micrograms CFC-free inhaler
ICS,c66h.,BECLOMETASONE DIPROPIONATE 250micrograms CFC-free inhaler
ICS,c68..,MOMETASONE [RESPIRATORY USE]
ICS,c681.,MOMETASONE FUROATE 200mcg breath-act dry powder inhaler
ICS,c682.,MOMETASONE FUROATE 400mcg breath-act dry powder inhaler
ICS,c683.,ASMANEX TWISTHALER 200mcg breath-act dry powder inhaler
ICS,c684.,ASMANEX TWISTHALER 400mcg breath-act dry powder inhaler
ICS,c69..,CICLESONIDE
ICS,c69..,CICLESONIDE
ICS,c691.,ALVESCO 160micrograms inhaler
ICS,c691.,ALVESCO 160micrograms inhaler
ICS,c692.,ALVESCO 80micrograms inhaler
ICS,c692.,ALVESCO 80micrograms inhaler
ICS,c69y.,CICLESONIDE 80micrograms inhaler
ICS,c69y.,CICLESONIDE 80micrograms inhaler
ICS,c69z.,CICLESONIDE 160micrograms inhaler
ICS,c69z.,CICLESONIDE 160micrograms inhaler
LABA,c13H.,SALAMOL 100micrograms inhaler
LABA,c19..,SALMETEROL XINAFOATE
LABA,c191.,SALMETEROL 25microgram inhaler
LABA,c192.,SEREVENT 25microgram inhaler
LABA,c193.,SEREVENT 50mcg diskhaler
LABA,c194.,SEREVENT 50micrograms disk refill
LABA,c195.,SALMETEROL 50micrograms disks+disk inhaler
LABA,c196.,SALMETEROL 50micrograms disk refill
LABA,c197.,SALMETEROL 50micrograms breath-actuated dry powder inhaler
LABA,c198.,SEREVENT 50micrograms Accuhaler
LABA,c199.,SEREVENT 25micrograms Evohaler
LABA,c19A.,NEOVENT 25micrograms CFC-free inhaler
LABA,c19B.,VERTINE 25micrograms CFC-free inhaler
LABA,c19z.,SALMETEROL 25micrograms CFC-free inhaler
LABA,c1B..,BAMBUTEROL HYDROCHLORIDE
LABA,c1B1.,BAMBEC 10mg tablets
LABA,c1B2.,BAMBEC 20mg tablets
LABA,c1B3.,BAMBUTEROL HYDROCHLORIDE 10mg tablets
LABA,c1B4.,BAMBUTEROL HYDROCHLORIDE 20mg tablets
LABA,c1C..,FORMOTEROL
LABA,c1C1.,FORMOTEROL FUMARATE 12micrograms inhalation capsules+inhaler
LABA,c1C2.,FORADIL 12micrograms inhalation capsules+inhaler
LABA,c1C3.,FORMOTEROL FUMARATE 6micrograms breath-act dry powder inh
LABA,c1C4.,FORMOTEROL FUMARATE 12micrograms breath-act dry powder inh
LABA,c1C5.,OXIS 6micrograms Turbohaler
LABA,c1C6.,OXIS 12micrograms Turbohaler
LABA,c1C7.,ATIMOS MODULITE 12micrograms metered dose inhaler
LABA,c1C8.,FORMOTEROL EASYHALER 12micrograms breath-act dry powder inh
LABA,c1Cy.,FORMOTEROL FUMARATE DIHYDRATE 12mcg breath-act dry pdr inh
LABA,c1Cz.,FORMOTEROL FUMARATE DIHYDRATE 12mcg metered dose inhaler
LABA,c1b..,INDACATEROL
LABA,c1b1.,ONBREZ BREEZHALER 150micrograms inhalation capsules+inhaler
LABA,c1b2.,INDACATEROL 150micrograms inhalation capsules+inhaler
LABA,c1b3.,ONBREZ BREEZHALER 300micrograms inhalation capsules+inhaler
LABA,c1b4.,INDACATEROL 300micrograms inhalation capsules+inhaler
LABA,c1d..,OLODATEROL
LABA,c1d1.,STRIVERDI RESPIMAT 2.5micrograms inhaler
LABA,c1d2.,OLODATEROL 2.5micrograms inhaler
LABA_ICS,c1D..,SALMETEROL+FLUTICASONE PROPIONATE
LABA_ICS,c1D1.,SERETIDE 100 Accuhaler
LABA_ICS,c1D2.,SERETIDE 250 Accuhaler
LABA_ICS,c1D3.,SERETIDE 500 Accuhaler
LABA_ICS,c1D4.,SERETIDE 50 Evohaler
LABA_ICS,c1D5.,SERETIDE 125 Evohaler
LABA_ICS,c1D6.,SERETIDE 250 Evohaler
LABA_ICS,c1D7.,SIRDUPLA 25micrograms/125micrograms inhaler
LABA_ICS,c1D8.,SIRDUPLA 25micrograms/250micrograms inhaler
LABA_ICS,c1Du.,SALMETEROL+FLUTICASONE PROPIONATE 25mcg/50mcg CFC-free inh
LABA_ICS,c1Dv.,SALMETEROL+FLUTICASONE PROPIONATE 25mcg/125mcg CFC-free inh
LABA_ICS,c1Dw.,SALMETEROL+FLUTICASONE PROPIONATE 25mcg/250mcg CFC-free inh
LABA_ICS,c1Dx.,SALMETEROL+FLUTICASONE PROPIONATE 50mcg/100mcg b-act pdr inh
LABA_ICS,c1Dy.,SALMETEROL+FLUTICASONE PROPIONATE 50mcg/250mcg b-act pdr inh
LABA_ICS,c1Dz.,SALMETEROL+FLUTICASONE PROPIONATE 50mcg/500mcg b-act pdr inh
LABA_ICS,c1c..,FLUTICASONE PROPIONATE+FORMOTEROL FUMARATE
LABA_ICS,c1c1.,FLUTIFORM 50micrograms/5micrograms inhaler
LABA_ICS,c1c2.,FLUTIFORM 125micrograms/5micrograms inhaler
LABA_ICS,c1c3.,FLUTIFORM 250micrograms/10micrograms inhaler
LABA_ICS,c1cx.,FLUTICASONE PROPIONATE+FORMOTEROL FUMARATE 250mcg/10mcg inh
LABA_ICS,c1cy.,FLUTICASONE PROPIONATE+FORMOTEROL FUMARATE 125mcg/5mcg inh
LABA_ICS,c1cz.,FLUTICASONE PROPIONATE+FORMOTEROL FUMARATE 50mcg/5mcg inh
LABA_ICS,c67..,BUDESONIDE+FORMOTEROL
LABA_ICS,c671.,SYMBICORT 100/6 Turbohaler
LABA_ICS,c672.,SYMBICORT 200/6 Turbohaler
LABA_ICS,c673.,SYMBICORT 400/12 Turbohaler
LABA_ICS,c67x.,BUDESONIDE+FORMOTEROL FUMARATE 400/12mcg b-act dry pdr inh
LABA_ICS,c67y.,BUDESONIDE+FORMOTEROL FUMARATE 200/6mcg bth-act dry pdr inh
LABA_ICS,c67z.,BUDESONIDE+FORMOTEROL FUMARATE 100/6mcg bth-act dry pdr inh
LABA_ICS,c6A..,BECLOMETASONE+FORMOTEROL
LABA_ICS,c6A1.,FOSTAIR 100micrograms/6micrograms inhaler
LABA_ICS,c6A2.,FOSTAIR NEXTHALER 100micrograms/6micrograms powder inhaler
LABA_ICS,c6A3.,FOSTAIR 200micrograms/6micrograms inhaler
LABA_ICS,c6A4.,FOSTAIR NEXTHALER 200micrograms/6micrograms powder inhaler
LABA_ICS,c6Aw.,BECLOMET DIPROP+FORMOTERL FUMARATE DIHYD 200mcg/6mcg pdr inh
LABA_ICS,c6Ax.,BECLOMET DIPROP+FORMOTERL FUMARATE DIHYD 200mcg/6mcg inhaler
LABA_ICS,c6Ay.,BECLOMET DIPROP+FORMOTERL FUMARATE DIHYD 100mcg/6mcg pdr inh
LABA_ICS,c6Az.,BECLOMETASONE+FORMOTEROL 100micrograms/6micrograms inhaler
LABA_ICS,c6B..,FLUTICASONE+VILANTEROL
LABA_ICS,c6B1.,RELVAR ELLIPTA 184micrograms/22micrograms inhaler
LABA_ICS,c6B2.,FLUTICASONE FUROATE+VILANTEROL 184mcg/22mcg dry pdr inhaler
LABA_ICS,c6B3.,RELVAR ELLIPTA 92micrograms/22micrograms inhaler
LABA_ICS,c6B4.,FLUTICASONE FUROATE+VILANTEROL 92mcg/22mcg dry pdr inhaler
LTRA,cA1..,MONTELUKAST
LTRA,cA11.,MONTELUKAST 10mg tablets
LTRA,cA12.,MONTELUKAST 5mg chewable tablets
LTRA,cA13.,SINGULAIR 10mg tablets
LTRA,cA14.,SINGULAIR PAEDIATRIC 5mg chewable tablets
LTRA,cA15.,SINGULAIR PAEDIATRIC 4mg chewable tablets
LTRA,cA16.,SINGULAIR PAEDIATRIC 4mg/sachet granules
LTRA,cA1y.,MONTELUKAST 4mg/sachet granules
LTRA,cA1z.,MONTELUKAST 4mg chewable tablets
LTRA,cA2..,ZAFIRLUKAST
LTRA,cA21.,ZAFIRLUKAST 20mg tablets
